,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,company,chi,p,sub_ids,cik_x,form,period,fy,filed,nine_digit_cik,ticker,cik_y,ticker_1,bucket
133,133,133,4442,4442,4442,867,ADVANSIX INC.,24.05153506805076,0.002246632571928596,0001673985-21-000011,1673985,10-K,20201231.0,2020.0,20210219,1673985,ASIX US Equity,1673985.0,ASIX,0
134,134,134,2743,2743,2743,3278,ADVANTAGE SOLUTIONS INC.,13.706406256509313,0.0897461394103022,0001193125-21-082812,1776661,10-K,20201231.0,2020.0,20210316,1776661,ADV US Equity,1776661.0,ADV,0
135,135,135,2834,2834,2834,48,"ADVAXIS, INC.",14.117130460739482,0.07876307817983047,0001493152-21-001656,1100397,10-K,20201031.0,2020.0,20210122,1100397,,,,0
136,136,136,4554,4554,4554,4168,"ADVENT TECHNOLOGIES HOLDINGS, INC.",25.430872622001647,0.0013135193222170744,0001140361-21-010321,1744494,10-K,20201231.0,2020.0,20210326,1744494,ADN US Equity,1744494.0,ADN,0
137,137,137,3169,3169,3169,2129,"ADVERUM BIOTECHNOLOGIES, INC.",15.592989163260805,0.0485902866849073,0001628280-21-003623,1501756,10-K,20201231.0,2020.0,20210301,1501756,ADVM US Equity,1501756.0,ADVM,0
138,138,138,3931,3931,3931,4031,AEA-BRIDGES IMPACT CORP.,19.895970695970696,0.010736874991692215,0001193125-21-100910,1820191,10-K,20201231.0,2020.0,20210331,1820191,IMPX US Equity,1820191.0,IMPX,0
139,139,139,562,562,562,173,AECOM,17.1578753942911,0.028506482465553942,0001104659-20-126988,868857,10-K,20200930.0,2020.0,20201119,868857,ACM US Equity,868857.0,ACM,0
140,140,140,4416,4416,4416,2661,AEGION CORP,23.74481031259584,0.002528717036663969,0001437749-21-005577,353020,10-K,20201231.0,2020.0,20210310,353020,,,,0
141,141,141,4100,4100,4100,3389,"AEGLEA BIOTHERAPEUTICS, INC.",21.127670940170933,0.006815905502231584,0001564590-21-014021,1636282,10-K,20201231.0,2020.0,20210318,1636282,AGLE US Equity,1636282.0,AGLE,0
142,142,142,3288,3288,3288,3382,AEGON NV,16.198932615024756,0.0396196824409354,0001193125-21-085861,769218,20-F,20201231.0,2020.0,20210318,769218,,,,0
143,143,143,207,207,207,159,AEHR TEST SYSTEMS,17.558821881428265,0.024788517968069863,0001654954-20-009618,1040470,10-K,20200531.0,2020.0,20200828,1040470,AEHR US Equity,1040470.0,AEHR,0
144,144,144,1432,1432,1432,3996,AEI INCOME & GROWTH FUND 24 LLC,8.083290892114421,0.4253766250023592,0000894245-21-000019,1130758,10-K,20201231.0,2020.0,20210330,1130758,,,,0
145,145,145,893,893,893,3995,AEI INCOME & GROWTH FUND 25 LLC,4.826535087719298,0.7759452446797083,0000894245-21-000020,1185198,10-K,20201231.0,2020.0,20210330,1185198,,,,0
146,146,146,2866,2866,2866,3994,AEI INCOME & GROWTH FUND 26 LLC,14.241285030758714,0.07568917224068297,0000894245-21-000021,1326321,10-K,20201231.0,2020.0,20210330,1326321,,,,0
147,147,147,1959,1959,1959,3998,AEI INCOME & GROWTH FUND XXI LTD PARTNERSHIP,10.440966051492367,0.23542893778332635,0000894245-21-000017,931755,10-K,20201231.0,2020.0,20210330,931755,,,,0
148,148,148,2426,2426,2426,3997,AEI INCOME & GROWTH FUND XXII LTD PARTNERSHIP,12.37198181935024,0.13536263429354656,0000894245-21-000018,1023458,10-K,20201231.0,2020.0,20210330,1023458,,,,0
149,149,149,1749,1749,1749,3999,AEI NET LEASE INCOME & GROWTH FUND XX LIMITED PARTNERSHIP,9.526370851370851,0.29985290418179106,0000894245-21-000016,894245,10-K,20201231.0,2020.0,20210330,894245,,,,0
150,150,150,4029,4029,4029,2911,"AEMETIS, INC",20.630210998678734,0.008197387969086423,0001654954-21-002764,738214,10-K,20201231.0,2020.0,20210315,738214,AMTX US Equity,738214.0,AMTX,0
151,151,151,5711,5711,5711,760,AENZA S.A.A.,13.452708428906712,0.0971936426253366,0001193125-21-162643,1572621,20-F,20201231.0,2020.0,20210517,1572621,,,,0
152,152,152,5282,5282,5282,3744,AEP TEXAS CENTRAL TRANSITION FUNDING III LLC,,,0001539816-21-000003,1539816,10-K,20201231.0,2020.0,20210326,1539816,,,,0
153,153,153,5284,5284,5284,3765,AEP TEXAS RESTORATION FUNDING LLC,,,0001775098-21-000005,1775098,10-K,20201231.0,2020.0,20210326,1775098,,,,0
154,154,154,2157,2157,2157,3791,AEQUI ACQUISITION CORP.,11.227380952380953,0.18914533800112704,0001213900-21-018071,1823826,10-K,20201231.0,2020.0,20210329,1823826,ARBG US Equity,1823826.0,ARBG,0
155,155,155,2706,2706,2706,2149,AERCAP HOLDINGS N.V.,13.526681571485767,0.0949674375147401,0001378789-21-000007,1378789,20-F,20201231.0,2020.0,20210302,1378789,AER US Equity,1378789.0,AER,0
156,156,156,873,873,873,1541,AERIE PHARMACEUTICALS INC,4.62626984126984,0.7966713125742083,0001628280-21-003345,1337553,10-K,20201231.0,2020.0,20210226,1337553,AERI US Equity,1337553.0,AERI,0
157,157,157,5099,5099,5099,3539,AERKOMM INC.,36.96756976446493,1.1668043719704778e-05,0001213900-21-017392,1590496,10-K,20201231.0,2020.0,20210324,1590496,,,,0
158,158,158,5479,5479,5479,342,AEROCENTURY CORP,8.712497520210286,0.3671267990470636,0001654954-21-004244,1036848,10-K,20201231.0,2020.0,20210415,1036848,,,,0
159,159,159,4478,4478,4478,675,"AEROJET ROCKETDYNE HOLDINGS, INC.",24.422561561231518,0.0019460910328912922,0000040888-21-000006,40888,10-K,20201231.0,2020.0,20210218,40888,AJRD US Equity,40888.0,AJRD,0
160,160,160,4582,4582,4582,3071,"AERPIO PHARMACEUTICALS, INC.",25.78381328816112,0.0011435853659264395,0001564590-21-012252,1422142,10-K,20201231.0,2020.0,20210311,1422142,AADI US Equity,1422142.0,AADI,0
161,161,161,2856,2856,2856,3226,AERSALE CORP,14.187514698145115,0.07700695236825197,0001104659-21-037098,1754170,10-K,20201231.0,2020.0,20210316,1754170,,,,0
162,162,162,1304,1304,1304,1013,AES CORP,7.448475782633044,0.4891059974024378,0000874761-21-000015,874761,10-K,20201231.0,2020.0,20210225,874761,AES US Equity,874761.0,AES,0
163,163,163,5342,5342,5342,608,AESTHETIC MEDICAL INTERNATIONAL HOLDINGS GROUP LTD,4.8393355114998835,0.7746020865203755,0001104659-21-058304,1757143,20-F,20201231.0,2020.0,20210430,1757143,,,,0
164,164,164,6260,6260,6260,958,AETHLON MEDICAL INC,38.7850825340926,5.387813894479574e-06,0001683168-21-002707,882291,10-K,20210331.0,2020.0,20210624,882291,,,,0
165,165,165,6104,6104,6104,54,AFF HOLDING GROUP INC.,23.524358974358968,0.002752392450476751,0001683168-21-001214,1469038,10-K,20201231.0,2020.0,20210402,1469038,,,,0
166,166,166,4076,4076,4076,505,"AFFILIATED MANAGERS GROUP, INC.",20.975119969107308,0.007213815579112659,0001004434-21-000014,1004434,10-K,20201231.0,2020.0,20210219,1004434,AMG US Equity,1004434.0,AMG,0
167,167,167,5473,5473,5473,217,AFFIMED N.V.,8.56803406035657,0.3800345877515049,0001047469-21-000956,1608390,20-F,20201231.0,2020.0,20210415,1608390,AFMD US Equity,1608390.0,AFMD,0
168,168,168,5468,5468,5468,23,"AFFINITY BANCSHARES, INC.",8.470544196703559,0.3889052250960709,0001564590-21-017146,1823406,10-K,20201231.0,2020.0,20210401,1823406,,,,0
169,169,169,1823,1823,1823,688,AFLAC INC,9.817353303369673,0.2780801313885763,0000004977-21-000047,4977,10-K,20201231.0,2020.0,20210223,4977,AFL US Equity,4977.0,AFL,0
170,170,170,5832,5832,5832,649,AFYA LTD,15.74540596374356,0.046172523618584704,0001292814-21-001953,1771007,20-F,20201231.0,2020.0,20210430,1771007,AFYA US Equity,1771007.0,AFYA,0
171,171,171,2702,2702,2702,765,"AG MORTGAGE INVESTMENT TRUST, INC.",13.509343185550089,0.09548513635517004,0001514281-21-000025,1514281,10-K,20201231.0,2020.0,20210223,1514281,MITT US Equity,1514281.0,MITT,0
172,172,172,3687,3687,3687,3137,"AG TWIN BROOK BDC, INC.",18.38270324184569,0.018533355187081352,0001135428-21-000030,1666384,10-K,20201231.0,2020.0,20210311,1666384,,,,0
173,173,173,3989,3989,3989,4451,AGAPE ATP CORP,20.412112223983442,0.00888441812604248,0001493152-21-007316,1713210,10-K,20201231.0,2020.0,20210331,1713210,,,,0
174,174,174,4941,4941,4941,3734,AGBA ACQUISITION LTD,31.262842712842712,0.00012614454519744743,0001213900-21-018015,1769624,10-K,20201231.0,2020.0,20210326,1769624,,,,0
175,175,175,815,815,815,1633,AGCO CORP _DE,3.832674957246482,0.8718956518393758,0000880266-21-000009,880266,10-K,20201231.0,2020.0,20210301,880266,AGCO US Equity,880266.0,AGCO,0
176,176,176,2078,2078,2078,4216,AGEAGLE AERIAL SYSTEMS INC.,10.860282280648413,0.20974217278235824,0001575705-21-000158,8504,10-K,20201231.0,2020.0,20210331,8504,UAVS US Equity,8504.0,UAVS,0
177,177,177,400,400,400,282,AGENTIX CORP.,8.427777777777777,0.3928367380929243,0001477932-20-007176,1603345,10-K,20200831.0,2020.0,20201209,1603345,,,,0
178,178,178,1075,1075,1075,3344,AGENUS INC,6.196038566507871,0.6252829998423818,0001564590-21-013619,1098972,10-K,20201231.0,2020.0,20210316,1098972,AGEN US Equity,1098972.0,AGEN,0
179,179,179,1746,1746,1746,4467,"AGEX THERAPEUTICS, INC.",9.50955478700044,0.30114795192548505,0001493152-21-007461,1708599,10-K,20201231.0,2020.0,20210331,1708599,,,,0
180,180,180,4230,4230,4230,2069,AGILE THERAPEUTICS INC,22.21127540937324,0.004539154054095743,0001558370-21-002163,1261249,10-K,20201231.0,2020.0,20210301,1261249,AGRX US Equity,1261249.0,AGRX,0
181,181,181,522,522,522,348,"AGILENT TECHNOLOGIES, INC.",14.706297580560149,0.0651142869714896,0001090872-20-000020,1090872,10-K,20201031.0,2020.0,20201218,1090872,A US Equity,1090872.0,A,0
182,182,182,5772,5772,5772,812,AGILYSYS INC,14.602024117316187,0.06736173282206513,0001564590-21-029319,78749,10-K,20210331.0,2020.0,20210521,78749,AGYS US Equity,78749.0,AGYS,0
183,183,183,4668,4668,4668,1486,"AGIOS PHARMACEUTICALS, INC.",26.86144757207555,0.0007469998805940261,0001439222-21-000029,1439222,10-K,20201231.0,2020.0,20210225,1439222,AGIO US Equity,1439222.0,AGIO,0
184,184,184,6182,6182,6182,448,"AGM GROUP HOLDINGS, INC.",27.394569148601647,0.0006041778444584771,0001213900-21-022596,1705402,20-F,20201231.0,2020.0,20210422,1705402,AGMH US Equity,1705402.0,AGMH,0
185,185,185,5029,5029,5029,1425,AGNC INVESTMENT CORP.,33.79101528454468,4.432559879218039e-05,0001423689-21-000011,1423689,10-K,20201231.0,2020.0,20210226,1423689,AGNC US Equity,1423689.0,AGNC,0
186,186,186,1396,1396,1396,3768,"AGORA, INC.",7.859937800781005,0.44727020066873735,0001802883-21-000011,1802883,20-F,20201231.0,2020.0,20210326,1802883,API US Equity,1802883.0,API,0
187,187,187,1543,1543,1543,731,AGREE REALTY CORP,8.609273487763193,0.3763208292600566,0001558370-21-001212,917251,10-K,20201231.0,2020.0,20210218,917251,ADC US Equity,917251.0,ADC,0
188,188,188,4401,4401,4401,2906,"AGROFRESH SOLUTIONS, INC.",23.60300766483205,0.002670475096127909,0001592016-21-000015,1592016,10-K,20201231.0,2020.0,20210315,1592016,AGFS US Equity,1592016.0,AGFS,0
189,189,189,1736,1736,1736,3648,AIKIDO PHARMA INC.,9.459881784881787,0.30499690037445193,0001213900-21-017738,12239,10-K,20201231.0,2020.0,20210325,12239,,,,0
190,190,190,3216,3216,3216,3577,AILERON THERAPEUTICS INC,15.845999425411188,0.04463812740687316,0001564590-21-015115,1420565,10-K,20201231.0,2020.0,20210324,1420565,ALRN US Equity,1420565.0,ALRN,0
191,191,191,4453,4453,4453,4156,AIM IMMUNOTECH INC.,24.18261689291101,0.002135630533921009,0001493152-21-007259,946644,10-K,20201231.0,2020.0,20210331,946644,,,,0
192,192,192,4291,4291,4291,3793,AIR INDUSTRIES GROUP,22.668458742723946,0.003817033662878175,0001213900-21-018136,1009891,10-K,20201231.0,2020.0,20210329,1009891,,,,0
193,193,193,4593,4593,4593,933,AIR LEASE CORP,25.919378306878308,0.0010841857952502824,0001558370-21-001372,1487712,10-K,20201231.0,2020.0,20210222,1487712,AL US Equity,1487712.0,AL,0
194,194,194,667,667,667,169,AIR PRODUCTS & CHEMICALS INC _DE_,25.661871732706288,0.0011997200676890027,0000002969-20-000049,2969,10-K,20200930.0,2020.0,20201119,2969,APD US Equity,2969.0,APD,0
195,195,195,5614,5614,5614,959,AIR T INC,11.548570800716044,0.17251029551829042,0000353184-21-000058,353184,10-K,20210331.0,2020.0,20210625,353184,,,,0
196,196,196,4490,4490,4490,1986,"AIR TRANSPORT SERVICES GROUP, INC.",24.554712222099862,0.0018487949274168687,0000894081-21-000045,894081,10-K,20201231.0,2020.0,20210301,894081,ATSG US Equity,894081.0,ATSG,0
197,197,197,5765,5765,5765,427,AIRCASTLE LTD,14.418271595703006,0.07149394724295742,0001362988-21-000014,1362988,10-K,20210228.0,2020.0,20210421,1362988,,,,0
198,198,198,1874,1874,1874,812,AIRGAIN INC,10.037290423588846,0.26241836814985203,0001193125-21-049098,1272842,10-K,20201231.0,2020.0,20210219,1272842,AIRG US Equity,1272842.0,AIRG,0
199,199,199,5831,5831,5831,700,AIRNET TECHNOLOGY INC.,15.743889076262596,0.046196029373087054,0001104659-21-062391,1413745,20-F,20201231.0,2020.0,20210506,1413745,,,,0
200,200,200,6223,6223,6223,949,"AIS HOLDINGS GROUP, INC.",31.64924242424242,0.00010762121744214157,0001599916-21-000116,1702015,10-K,20210331.0,2020.0,20210623,1702015,,,,0
201,201,201,5400,5400,5400,14,"AIXIN LIFE INTERNATIONAL, INC.",6.54987186726317,0.5858812960851105,0001493152-21-007578,835662,10-K,20201231.0,2020.0,20210401,835662,AIXN US Equity,835662.0,AIXN,0
202,202,202,4585,4585,4585,3652,AJAX I,25.825,0.0011252108378117813,0001213900-21-017765,1824963,10-K,20201231.0,2020.0,20210325,1824963,,,,0
203,203,203,330,330,330,5,"AJIA INNOGROUP HOLDINGS, LTD.",1.6948179271708683,0.988981948176364,0001640334-20-002456,1650739,10-K,20200630.0,2020.0,20201005,1650739,,,,0
204,204,204,4405,4405,4405,1359,AKAMAI TECHNOLOGIES INC,23.61576111949991,0.0026574164452465394,0001086222-21-000075,1086222,10-K,20201231.0,2020.0,20210226,1086222,AKAM US Equity,1086222.0,AKAM,0
205,205,205,6098,6098,6098,417,AKARI THERAPEUTICS PLC,23.41351254168867,0.0028719964254698303,0001104659-21-052672,1541157,20-F,20201231.0,2020.0,20210421,1541157,,,,0
206,206,206,1773,1773,1773,1672,"AKEBIA THERAPEUTICS, INC.",9.618191137479037,0.2928525561140158,0001628280-21-003283,1517022,10-K,20201231.0,2020.0,20210225,1517022,AKBA US Equity,1517022.0,AKBA,0
207,207,207,188,188,188,324,AKERNA CORP.,16.09770581503775,0.041002801173402034,0001213900-20-028737,1755953,10-K,20200630.0,2020.0,20200929,1755953,,,,0
208,208,208,2317,2317,2317,3003,"AKERO THERAPEUTICS, INC.",11.916480008139358,0.15496942367878394,0001558370-21-003043,1744659,10-K,20201231.0,2020.0,20210316,1744659,AKRO US Equity,1744659.0,AKRO,0
209,209,209,1208,1208,1208,2152,"AKERS BIOSCIENCES, INC.",7.016422466422467,0.5348618467791,0001493152-21-005129,1321834,10-K,20201231.0,2020.0,20210301,1321834,MYMD US Equity,1321834.0,MYMD,0
210,210,210,3250,3250,3250,3809,"AKOUOS, INC.",15.988701597679928,0.04254211262223365,0001558370-21-003583,1722271,10-K,20201231.0,2020.0,20210329,1722271,AKUS US Equity,1722271.0,AKUS,0
211,211,211,248,248,248,111,"AKOUSTIS TECHNOLOGIES, INC.",22.912033333194266,0.0034790402735618005,0001213900-20-023254,1584754,10-K,20200630.0,2020.0,20200821,1584754,AKTS US Equity,1584754.0,AKTS,0
212,212,212,2681,2681,2681,1327,ALAMO GROUP INC,13.445697056593945,0.09740702778031386,0000897077-21-000007,897077,10-K,20201231.0,2020.0,20210226,897077,ALG US Equity,897077.0,ALG,0
213,213,213,1753,1753,1753,1128,"ALARM.COM HOLDINGS, INC.",9.545288078665383,0.2984008506530944,0001459200-21-000012,1459200,10-K,20201231.0,2020.0,20210225,1459200,ALRM US Equity,1459200.0,ALRM,0
214,214,214,3896,3896,3896,1305,"ALASKA AIR GROUP, INC.",19.618256548894195,0.011880945983534272,0000766421-21-000018,766421,10-K,20201231.0,2020.0,20210226,766421,ALK US Equity,766421.0,ALK,0
215,215,215,2972,2972,2972,3306,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,14.675629174476025,0.06576812456676269,0001437749-21-006153,1089511,10-K,20201231.0,2020.0,20210316,1089511,,,,0
216,216,216,945,945,945,1003,ALBANY INTERNATIONAL CORP _DE_,5.258390523713545,0.7296356836244923,0000819793-21-000017,819793,10-K,20201231.0,2020.0,20210225,819793,AIN US Equity,819793.0,AIN,0
217,217,217,3976,3976,3976,504,ALBEMARLE CORP,20.317215305962232,0.009200282866093515,0000915913-21-000018,915913,10-K,20201231.0,2020.0,20210219,915913,ALB US Equity,915913.0,ALB,0
218,218,218,6161,6161,6161,68,ALBERTON ACQUISITION CORP,26.13964438339438,0.000994036170721292,0001213900-21-020254,1748621,10-K,20201231.0,2020.0,20210406,1748621,,,,0
219,219,219,5673,5673,5673,551,"ALBERTSONS COMPANIES, INC.",12.689056100062823,0.12300549079469345,0001646972-21-000026,1646972,10-K,20210228.0,2020.0,20210428,1646972,ACI US Equity,1646972.0,ACI,0
220,220,220,1713,1713,1713,1504,"ALBIREO PHARMA, INC.",9.380633587427068,0.3112102164341131,0001558370-21-001730,1322505,10-K,20201231.0,2020.0,20210225,1322505,ALBO US Equity,1322505.0,ALBO,0
221,221,221,4832,4832,4832,1606,ALCOA CORP,29.32829026883173,0.00027765948152827285,0001564590-21-008854,1675149,10-K,20201231.0,2020.0,20210225,1675149,AA US Equity,1675149.0,AA,0
222,222,222,1611,1611,1611,968,ALCON INC,8.963451715167569,0.3453885143925571,0001167379-21-000007,1167379,20-F,20201231.0,2020.0,20210223,1167379,,,,0
223,223,223,2568,2568,2568,3041,"ALDEYRA THERAPEUTICS, INC.",13.027469022205866,0.11090797790972826,0001564590-21-012501,1341235,10-K,20201231.0,2020.0,20210311,1341235,ALDX US Equity,1341235.0,ALDX,0
224,224,224,3727,3727,3727,1614,"ALECTOR, INC.",18.600349658511426,0.017149454603736642,0001564590-21-008860,1653087,10-K,20201231.0,2020.0,20210225,1653087,ALEC US Equity,1653087.0,ALEC,0
225,225,225,1359,1359,1359,2788,ALERUS FINANCIAL CORP,7.659032321515751,0.4674650897787616,0001558370-21-002880,903419,10-K,20201231.0,2020.0,20210312,903419,ALRS US Equity,903419.0,ALRS,0
226,226,226,4660,4660,4660,1448,"ALEXANDER & BALDWIN, INC.",26.817946777321982,0.0007600134856353142,0001545654-21-000006,1545654,10-K,20201231.0,2020.0,20210226,1545654,ALEX US Equity,1545654.0,ALEX,0
227,227,227,2178,2178,2178,399,ALEXANDERS INC,11.31965528561273,0.1842364907273816,0000003499-21-000005,3499,10-K,20201231.0,2020.0,20210216,3499,ALX US Equity,3499.0,ALX,0
228,228,228,2484,2484,2484,93,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",12.668622058497926,0.12377134652705953,0001035443-21-000044,1035443,10-K,20201231.0,2020.0,20210201,1035443,ARE US Equity,1035443.0,ARE,0
229,229,229,4893,4893,4893,126,"ALEXION PHARMACEUTICALS, INC.",30.23673605375141,0.00019194611540372856,0000899866-21-000014,899866,10-K,20201231.0,2020.0,20210208,899866,,,,0
230,230,230,845,845,845,435,ALIANZA MINERALS LTD.,4.341281386956696,0.8250943752196505,0001217160-21-000019,1409036,20-F,20200930.0,2020.0,20210218,1409036,,,,0
231,231,231,430,430,430,276,"ALICO, INC.",9.952316143980797,0.2683886708135878,0001564590-20-056379,3545,10-K,20200930.0,2020.0,20201208,3545,ALCO US Equity,3545.0,ALCO,0
232,232,232,906,906,906,1361,ALIGN TECHNOLOGY INC,4.94077983810791,0.763886523901504,0001097149-21-000007,1097149,10-K,20201231.0,2020.0,20210226,1097149,ALGN US Equity,1097149.0,ALGN,0
233,233,233,2067,2067,2067,3507,"ALIGOS THERAPEUTICS, INC.",10.826841632375997,0.21170494672040185,0001564590-21-014872,1799448,10-K,20201231.0,2020.0,20210323,1799448,ALGS US Equity,1799448.0,ALGS,0
234,234,234,2879,2879,2879,2279,ALIMERA SCIENCES INC,14.295174891157007,0.07438887394204413,0001267602-21-000013,1267602,10-K,20201231.0,2020.0,20210305,1267602,,,,0
235,235,235,605,605,605,357,ALJ REGIONAL HOLDINGS INC,19.355040590905762,0.013071970445653627,0001564590-20-057536,1438731,10-K,20200930.0,2020.0,20201218,1438731,,,,0
236,236,236,2279,2279,2279,354,ALKERMES PLC.,11.723868380843381,0.1639559315148594,0001564590-21-005593,1520262,10-K,20201231.0,2020.0,20210211,1520262,ALKS US Equity,1520262.0,ALKS,0
237,237,237,245,245,245,7,"ALL STATE PROPERTIES HOLDINGS, INC.",22.25238095238095,0.004469173330791531,0000745543-20-000025,745543,10-K,20200630.0,2020.0,20200714,745543,,,,0
238,238,238,2517,2517,2517,2079,ALLAKOS INC.,12.800498198724744,0.11890067968751955,0001564590-21-009651,1564824,10-K,20201231.0,2020.0,20210301,1564824,ALLK US Equity,1564824.0,ALLK,0
239,239,239,736,736,736,1055,ALLEGHANY CORP _DE,1.2407802653102935,0.9962224375818816,0001564590-21-007601,775368,10-K,20201231.0,2020.0,20210223,775368,Y US Equity,775368.0,Y,0
240,240,240,4747,4747,4747,1942,ALLEGHENY TECHNOLOGIES INC,27.957196180129962,0.0004824561946574078,0001628280-21-003434,1018963,10-K,20201231.0,2020.0,20210226,1018963,ATI US Equity,1018963.0,ATI,0
241,241,241,4569,4569,4569,2672,"ALLEGIANCE BANCSHARES, INC.",25.62962660623764,0.0012150076223404534,0001564590-21-012114,1642081,10-K,20201231.0,2020.0,20210310,1642081,ABTX US Equity,1642081.0,ABTX,0
242,242,242,5084,5084,5084,1741,ALLEGIANT TRAVEL CO,36.409110998026655,1.4776224660708636e-05,0001362468-21-000012,1362468,10-K,20201231.0,2020.0,20210301,1362468,ALGT US Equity,1362468.0,ALGT,0
243,243,243,1930,1930,1930,327,ALLEGION PLC,10.300226755890572,0.24458302106802696,0001579241-21-000020,1579241,10-K,20201231.0,2020.0,20210216,1579241,ALLE US Equity,1579241.0,ALLE,0
244,244,244,3766,3766,3766,3795,ALLEGRO MERGER CORP.,18.80169552669553,0.015956921641469772,0001213900-21-018211,1720025,10-K,20201231.0,2020.0,20210329,1720025,,,,0
245,245,245,5670,5670,5670,786,"ALLEGRO MICROSYSTEMS, INC.",12.658789368987335,0.12414134067385815,0000866291-21-000020,866291,10-K,20210331.0,2020.0,20210519,866291,ALGM US Equity,866291.0,ALGM,0
246,246,246,3957,3957,3957,2737,"ALLENA PHARMACEUTICALS, INC.",20.154956427827358,0.009765430634477221,0001564590-21-012238,1624658,10-K,20201231.0,2020.0,20210311,1624658,,,,0
247,247,247,1090,1090,1090,539,ALLETE INC,6.327195523234497,0.6106321418319821,0000066756-21-000025,66756,10-K,20201231.0,2020.0,20210217,66756,ALE US Equity,66756.0,ALE,0
